Town,Address,Sale Price,Sale Date
KINGSBRIDGE HTS/UNIV HTS,2319 GRAND AVENUE,720000,6/29/20
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 18X",290000,6/29/20
MOTT HAVEN/PORT MORRIS,810 EAST 141ST STREET,1150000,6/29/20
PARKCHESTER,1793 MANSION STREET,450000,6/29/20
RIVERDALE,"3750 HUDSON MANOR TERRACE, 6BW",350000,6/29/20
SCHUYLERVILLE/PELHAM BAY,1825 MULFORD AVENUE,525000,6/29/20
SOUNDVIEW,1279 CROES AVENUE,10,6/29/20
SOUNDVIEW,"216 NEPTUNE LANE, 7216G",315000,6/29/20
THROGS NECK,339 QUINCY AVENUE,910000,6/29/20
THROGS NECK,N/A QUINCY AVENUE,910000,6/29/20
WILLIAMSBRIDGE,4117 PAULDING AVENUE,275000,6/29/20
WILLIAMSBRIDGE,"656B EAST 232 STREET, 3C",310000,6/29/20
WILLIAMSBRIDGE,822 EAST 219 STREET,690000,6/29/20
BAYCHESTER,3302 BOUCK AVE,470000,6/30/20
BAYCHESTER,3404 ELY AVENUE,360000,6/30/20
BAYCHESTER,3419 EDSON AVENUE,529000,6/30/20
BAYCHESTER,3456 EASTCHESTER ROAD,660000,6/30/20
BELMONT,773 GROTE STREET,1300000,6/30/20
CASTLE HILL/UNIONPORT,1935 HAVILAND AVENUE,609000,6/30/20
EAST TREMONT,947 EAST 181 STREET,830000,6/30/20
KINGSBRIDGE/JEROME PARK,133 WEST 195 STREET,540000,6/30/20
KINGSBRIDGE/JEROME PARK,"290 WEST 232ND STREET, 7F",400000,6/30/20
MELROSE/CONCOURSE,1373 TELLER AVENUE,603200,6/30/20
MORRISANIA/LONGWOOD,830 TINTON AVENUE,550000,6/30/20
MORRISANIA/LONGWOOD,"800 TRINITY AVENUE, A",360000,6/30/20
PARKCHESTER,"2090 EAST TREMONT AVENUE, 6F",265000,6/30/20
PARKCHESTER,"2220 EAST TREMONT AVE, 5F",205000,6/30/20
RIVERDALE,"3235 CAMBRIDGE AVENUE, 5D",245000,6/30/20
SCHUYLERVILLE/PELHAM BAY,2039 HOBART AVENUE,680000,6/30/20
SOUNDVIEW,231 BETTS AVENUE,495000,6/30/20
SOUNDVIEW,1339 STRATFORD AVENUE,361000,6/30/20
SOUNDVIEW,"210 NEPTUNE LANE, 7210H",335000,6/30/20
WAKEFIELD,4410 ELY AVENUE,539000,6/30/20
WAKEFIELD,4321 WICKHAM AVENUE,395000,6/30/20
WAKEFIELD,4628 CARPENTER AVENUE,20000,6/30/20
WAKEFIELD,4500 BULLARD AVENUE,1200000,6/30/20
WESTCHESTER,"1506 OVERING STREET, 1A",120000,6/30/20
WILLIAMSBRIDGE,864 EAST 215 STREET,1000,6/30/20
WILLIAMSBRIDGE,3727 BRONXWOOD AVENUE,515000,6/30/20
BAYCHESTER,3532 LACONIA AVENUE,615000,7/1/20
BAYCHESTER,3216 BRUNER AVENUE,670000,7/1/20
BAYCHESTER,3524 ROMBOUTS AVENUE,1650000,7/1/20
BAYCHESTER,3926 MULVEY AVENUE,400000,7/1/20
BAYCHESTER,N/A MULVEY AVENUE,400000,7/1/20
FIELDSTON,N/A POST ROAD,7900000,7/1/20
FIELDSTON,N/A BROADWAY,7900000,7/1/20
KINGSBRIDGE/JEROME PARK,"180 VAN CORTLANDT PARK SOUTH, 3B",262500,7/1/20
PELHAM PARKWAY NORTH,1335 WARING AVENUE,565000,7/1/20
PELHAM PARKWAY SOUTH,"2081 CRUGER AVENUE, 4N",165000,7/1/20
RIVERDALE,"2400 JOHNSON AVENUE, 9E",576000,7/1/20
RIVERDALE,"6485 BROADWAY, 5E",260000,7/1/20
RIVERDALE,"5900 ARLINGTON AVENUE, 10F",283500,7/1/20
THROGS NECK,170 CALHOUN AVE,325000,7/1/20
BATHGATE,2239 BATHGATE AVENUE,899500,7/2/20
COUNTRY CLUB,3279 POLO PLACE,787500,7/2/20
FIELDSTON,"255 FIELDSTON TERRACE, 3E",215899,7/2/20
KINGSBRIDGE HTS/UNIV HTS,1963 ANDREWS AVENUE,805000,7/2/20
KINGSBRIDGE HTS/UNIV HTS,"3 FORDHAM HILL OVAL, 17F",273000,7/2/20
KINGSBRIDGE/JEROME PARK,3111 HEATH AVENUE,10250000,7/2/20
MORRIS PARK/VAN NEST,1852 BRONXDALE AVENUE,2100000,7/2/20
PARKCHESTER,"18 METROPOLITAN OVAL, 3G",175000,7/2/20
PARKCHESTER,"5 METROPOLITAN OVAL, 7F",300000,7/2/20
RIVERDALE,"5700 ARLINGTON AVE, 9O",176000,7/2/20
SCHUYLERVILLE/PELHAM BAY,3065 MIDDLETOWN ROAD,999000,7/2/20
THROGS NECK,246 BRINSMADE AVENUE,510000,7/2/20
WILLIAMSBRIDGE,759 EAST 223RD STREET,280000,7/2/20
MORRIS PARK/VAN NEST,1570B BOGART AVENUE,1035000,7/3/20
WAKEFIELD,4819 MURDOCK AVENUE,60000,7/3/20
BRONXDALE,"2550 OLINVILLE AVENUE, 14H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 2L",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 13E",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 14A",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 15M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3K",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 16C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3J",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 1H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 4B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11A",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 10F",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 8J",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 17C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, PK017",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5D",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11G",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3F",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 18B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11K",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 17M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 16J",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 3C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 11D",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 12D",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 12M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 14E",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 6K",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 13L",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 14D",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 7A",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 10G",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 16B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 6B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 8H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 7G",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 6A",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 15B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 4F",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 12H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 13M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 17E",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 2C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5L",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 1M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 4K",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 6F",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 14L",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 12A",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5E",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 15F",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 15L",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 1C",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 10H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 12B",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 4M",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 5H",7229250,7/6/20
BRONXDALE,"2550 OLINVILLE AVENUE, 1G",7229250,7/6/20
PARKCHESTER,"1591 METROPOLITAN AVE, 7H",264000,7/6/20
WILLIAMSBRIDGE,689 EAST 219 STREET,779000,7/6/20
BAYCHESTER,1110 EAST 214TH STREET,482000,7/7/20
BAYCHESTER,4041A EDSON AVENUE,906243,7/7/20
COUNTRY CLUB,3132 SPENCER DRIVE,575000,7/7/20
HIGHBRIDGE/MORRIS HEIGHTS,1631 UNDERCLIFF AVENUE,756500,7/7/20
HUNTS POINT,658 TIFFANY STREET,1180000,7/7/20
HUNTS POINT,1250 OAK POINT AVENUE,3450000,7/7/20
HUNTS POINT,654 TIFFANY STREET,2700000,7/7/20
KINGSBRIDGE HTS/UNIV HTS,"9 FORDHAM HILL OVAL, 9-17F",260000,7/7/20
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 8C",265000,7/7/20
KINGSBRIDGE/JEROME PARK,3835 BAILEY AVENUE,375375,7/7/20
MOUNT HOPE/MOUNT EDEN,156 EAST 178 STREET,3800000,7/7/20
THROGS NECK,846 REVERE AVENUE,725000,7/7/20
THROGS NECK,3594 EAST TREMONT AVENUE,1975000,7/7/20
WAKEFIELD,4331 MURDOCK AVENUE,348566,7/7/20
WILLIAMSBRIDGE,3800 CARPENTER AVENUE,5200000,7/7/20
WOODLAWN,262 E 235,490000,7/7/20
BRONXDALE,1455 ARNOW AVENUE,685000,7/8/20
BRONXDALE,2939 WILSON AVENUE,615000,7/8/20
COUNTRY CLUB,614 WILCOX AVENUE,267000,7/8/20
MORRISANIA/LONGWOOD,1041 LOWELL STREET,408318,7/8/20
PARKCHESTER,"1651 METROPOLITAN AVENUE, 1E",122000,7/8/20
PELHAM GARDENS,2214 WICKHAM AVENUE,620000,7/8/20
RIVERDALE,6163 TYNDALL AVENUE,400000,7/8/20
RIVERDALE,"6535 BROADWAY, 4K",147000,7/8/20
SOUNDVIEW,317 BOLTON AVENUE,710000,7/8/20
SOUNDVIEW,1085 COLGATE AVENUE,3700000,7/8/20
SOUNDVIEW,1050 WHEELER AVENUE,9300000,7/8/20
THROGS NECK,"17 PENNYFIELD AVENUE, 17-2",519000,7/8/20
WILLIAMSBRIDGE,833 EAST 227TH STREET,910000,7/8/20
BATHGATE,455 EAST 180 STREET,455000,7/9/20
BATHGATE,458 EAST 187 STREET,480000,7/9/20
BAYCHESTER,3613 PRATT AVENUE,510000,7/9/20
CASTLE HILL/UNIONPORT,2036 STORY AVENUE,273000,7/9/20
EAST TREMONT,2140 PROSPECT AVENUE,480000,7/9/20
KINGSBRIDGE/JEROME PARK,2729 CLAFLIN AVENUE,655000,7/9/20
MORRISANIA/LONGWOOD,"832 CAULDWELL AVENUE, C1",330000,7/9/20
SOUNDVIEW,1222 BEACH AVENUE,700000,7/9/20
SOUNDVIEW,1234 ELDER AVENUE,492500,7/9/20
THROGS NECK,2883 MILES AVENUE,2000000,7/9/20
THROGS NECK,N/A REVERE AVENUE,2000000,7/9/20
WESTCHESTER,2354 WATERBURY AVENUE,510000,7/9/20
BATHGATE,2087 WASHINGTON AVE,80000,7/10/20
BAYCHESTER,3232 WILSON AVENUE,625000,7/10/20
BAYCHESTER,4068 BAYCHESTER AVENUE,690000,7/10/20
BEDFORD PARK/NORWOOD,5 EAST 196TH STREET,7526000,7/10/20
KINGSBRIDGE/JEROME PARK,"3123 BAILEY AVENUE, 3A",130000,7/10/20
MORRIS PARK/VAN NEST,1658 HOLLAND AVENUE,515000,7/10/20
PARKCHESTER,"1604 METROPOLITAN AVENUE, MF",250000,7/10/20
RIVERDALE,"5440 NETHERLAND AVENUE, D64",245000,7/10/20
SOUNDVIEW,1966 LACOMBE AVENUE,650000,7/10/20
SOUNDVIEW,1251 FTELEY AVENUE,760000,7/10/20
SOUNDVIEW,1403 ST LAWRENCE AVENUE,630000,7/10/20
WAKEFIELD,4413 EDSON AVENUE,36000,7/10/20
WILLIAMSBRIDGE,830 EAST 223RD STREET,479000,7/10/20
WILLIAMSBRIDGE,763 EAST 223 STREET,801000,7/10/20
COUNTRY CLUB,3242 LAYTON AVENUE,525000,7/13/20
FORDHAM,2043 VALENTINE AVENUE,560038,7/13/20
HUNTS POINT,883-885 BRYANT AVENUE,640000,7/13/20
KINGSBRIDGE HTS/UNIV HTS,2087 CEDAR AVENUE,509000,7/13/20
KINGSBRIDGE HTS/UNIV HTS,1938 LORING PLACE SOUTH,10,7/13/20
MELROSE/CONCOURSE,"1100 GRAND CONCOURSE, 3H",375000,7/13/20
MORRISANIA/LONGWOOD,1066 PROSPECT AVENUE,2100000,7/13/20
PELHAM GARDENS,2519 MICKLE AVENUE,665000,7/13/20
PELHAM PARKWAY NORTH,2445 YOUNG AVENUE,977520,7/13/20
RIVERDALE,"3210 ARLINGTON AVE, 5E",230000,7/13/20
SOUNDVIEW,"875 MORRISON AVENUE, 17M",200000,7/13/20
WAKEFIELD,4361 RICHARDSON AVENUE,555000,7/13/20
BAYCHESTER,3243 CORSA AVENUE,432000,7/14/20
CASTLE HILL/UNIONPORT,2132 WATSON AVE,817000,7/14/20
FIELDSTON,"255 FIELDSTON TERRACE, PS#17",409271,7/14/20
FIELDSTON,"255 FIELDSTON TERRACE, 3L",409271,7/14/20
KINGSBRIDGE HTS/UNIV HTS,"6 FORDHAM HILL OVAL, 4G",273000,7/14/20
KINGSBRIDGE/JEROME PARK,"3311 GILES PLACE, 5E",318000,7/14/20
MELROSE/CONCOURSE,"811 WALTON AVENUE, C5",329000,7/14/20
THROGS NECK,2827 MILES AVE,505000,7/14/20
WAKEFIELD,1911 BUSSING AVENUE,450500,7/14/20
WESTCHESTER,1631 ST PETERS AVENUE,725238,7/14/20
BAYCHESTER,2324 BOLLER AVENUE,405000,7/15/20
BRONXDALE,3327 BARKER AVENUE,10,7/15/20
CASTLE HILL/UNIONPORT,500 PUGSLEY AVENUE,662500,7/15/20
CITY ISLAND,"3 DEEP WATER WAY, 68",575000,7/15/20
COUNTRY CLUB,3282 COUNTRY CLUB ROAD,715000,7/15/20
EAST TREMONT,2016 LAFONTAINE AVENUE,825000,7/15/20
EAST TREMONT,585 EAST 178 STREET,700000,7/15/20
EAST TREMONT,583 EAST 178 STREET,700000,7/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1518-1530 MACOMBS ROAD,10750000,7/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1504-1508 MACOMBS ROAD,10750000,7/15/20
KINGSBRIDGE/JEROME PARK,3448 CANNON PLACE,10,7/15/20
KINGSBRIDGE/JEROME PARK,"3875 WALDO AVE, 11N",174865,7/15/20
MORRIS PARK/VAN NEST,1851 MULINER AVE,450000,7/15/20
MORRIS PARK/VAN NEST,1700 YATES AVENUE,965000,7/15/20
MORRIS PARK/VAN NEST,1919 BARNES AVENUE,725000,7/15/20
PELHAM GARDENS,2441 KINGSLAND AVENUE,750000,7/15/20
PELHAM PARKWAY SOUTH,"2165 MATTHEWS AVENUE, 1F",170000,7/15/20
RIVERDALE,"5635 NETHERLAND AVENUE, 3C",172000,7/15/20
SCHUYLERVILLE/PELHAM BAY,3144 WILLOW LANE,730000,7/15/20
SCHUYLERVILLE/PELHAM BAY,2707 LATTING STREET,470000,7/15/20
SOUNDVIEW,540 COMMONWEALTH AVENUE,664900,7/15/20
THROGS NECK,274 GRAFF,740000,7/15/20
BAYCHESTER,3955 BELL AVENUE,526000,7/16/20
BAYCHESTER,1935 STRANG AVENUE,750000,7/16/20
BRONXDALE,2926 BOUCK AVENUE,695250,7/16/20
CASTLE HILL/UNIONPORT,451 TURNEUR AVENUE,415000,7/16/20
FIELDSTON,"4445 POST ROAD, 4G",315000,7/16/20
FORDHAM,"2420 MORRIS AVENUE, 4D",238000,7/16/20
MORRIS PARK/VAN NEST,701 RHINELANDER AVENUE,700000,7/16/20
PARKCHESTER,"2059 MCGRAW AVENUE, MA",220000,7/16/20
PELHAM PARKWAY NORTH,2525 PEARSALL AVENUE,387500,7/16/20
PELHAM PARKWAY SOUTH,"2191 BOLTON ST., 5E",93000,7/16/20
RIVERDALE,"555 KAPPOCK STREET, 18J",175000,7/16/20
SCHUYLERVILLE/PELHAM BAY,1870 MULFORD AVENUE,550000,7/16/20
SOUNDVIEW,1239 CROES AVENUE,670000,7/16/20
SOUNDVIEW,"820 BOYNTON AVENUE, 4H",290156,7/16/20
THROGS NECK,277 BALCOM AVENUE,600000,7/16/20
WILLIAMSBRIDGE,1021 EAST 217TH STREET,1,7/16/20
BAYCHESTER,3332 GUNTHER AVENUE,485000,7/17/20
BEDFORD PARK/NORWOOD,2648 BAINBRIDGE AVE,480000,7/17/20
BRONXDALE,2749 HOLLAND AVENUE,330000,7/17/20
CASTLE HILL/UNIONPORT,2232 HERMANY AVENUE,677700,7/17/20
FIELDSTON,"4445 POST ROAD, 4A",260000,7/17/20
HIGHBRIDGE/MORRIS HEIGHTS,1320 PLIMPTON AVENUE,560000,7/17/20
KINGSBRIDGE/JEROME PARK,"3875 WALDO AVENUE, 11P",293228,7/17/20
KINGSBRIDGE/JEROME PARK,152 WEST 231 STREET,2581627,7/17/20
KINGSBRIDGE/JEROME PARK,3067-3075 BAILEY AVENUE,2581627,7/17/20
MORRIS PARK/VAN NEST,1000 RHINELANDER AVENUE,10,7/17/20
MORRIS PARK/VAN NEST,982 NEILL AVENUE,499000,7/17/20
MORRISANIA/LONGWOOD,582 EAST 169 STREET,61095,7/17/20
MOTT HAVEN/PORT MORRIS,"305 EAST 140 STREET, 2A",797000,7/17/20
PARKCHESTER,1716 ADAMS STREET,900000,7/17/20
PARKCHESTER,"18 METROPOLITAN OVAL, 8A",255000,7/17/20
PARKCHESTER,"11 METROPOLITAN OVAL, 7D",171991,7/17/20
PARKCHESTER,1712 ADAMS STREET,900000,7/17/20
RIVERDALE,"601 KAPPOCK STREET, 1L",335000,7/17/20
SCHUYLERVILLE/PELHAM BAY,2847 EAST 194 STREET,590000,7/17/20
SOUNDVIEW,1067 EVERGREEN AVENUE,330000,7/17/20
THROGS NECK,622 EDISON AVENUE,680000,7/17/20
THROGS NECK,926 SWINTON AVENUE,875000,7/17/20
WESTCHESTER,2610 CHESBROUGH AVE,500000,7/17/20
WILLIAMSBRIDGE,1042 EAST 233 STREET,650000,7/17/20
WOODLAWN,4301 NAPIER AVENUE,740000,7/17/20
BATHGATE,456 EAST 185 STREET,325000,7/20/20
BEDFORD PARK/NORWOOD,213 E 202ND STREET,615000,7/20/20
BEDFORD PARK/NORWOOD,3311 PARKSIDE PLACE,715000,7/20/20
BRONXDALE,"610 WARING AVENUE, 4C",148000,7/20/20
CITY ISLAND,97 HORTON STREET,499999,7/20/20
COUNTRY CLUB,1422 STADIUM AVENUE,610000,7/20/20
FORDHAM,2493 MARION AVENUE,460000,7/20/20
HIGHBRIDGE/MORRIS HEIGHTS,"1711 DAVIDSON AVENUE, 4I",11500,7/20/20
KINGSBRIDGE/JEROME PARK,2806 WEBB AVENUE,950000,7/20/20
MELROSE/CONCOURSE,101-105 EAST 169TH STREET,1675000,7/20/20
MELROSE/CONCOURSE,103 EAST 169 STREET,1675000,7/20/20
MELROSE/CONCOURSE,375 EAST 163 STREET,5250000,7/20/20
MORRISANIA/LONGWOOD,801 FOREST AVENUE,430000,7/20/20
MOTT HAVEN/PORT MORRIS,528 WALES AVE,730000,7/20/20
MOTT HAVEN/PORT MORRIS,255 EXTERIOR STREET,9500000,7/20/20
PELHAM PARKWAY SOUTH,2128 BOGART,900000,7/20/20
RIVERDALE,"5550 FIELDSTON RD, 8H",310000,7/20/20
SCHUYLERVILLE/PELHAM BAY,1752 CROSBY AVENUE,1400000,7/20/20
SOUNDVIEW,420 BOLTON AVENUE,382810,7/20/20
THROGS NECK,"232B EDGEWATER PARK, 232B",370000,7/20/20
BRONXDALE,833 CHESTNUT STREET,875000,7/21/20
CITY ISLAND,279 FORDHAM PLACE,200000,7/21/20
PARKCHESTER,"1507 METROPOLITAN AVENUE, TH",270000,7/21/20
PARKCHESTER,576 MORRIS PARK AVENUE,1100000,7/21/20
PELHAM PARKWAY NORTH,2567 SEYMOUR AVENUE,530000,7/21/20
PELHAM PARKWAY NORTH,1328 ALLERTON AVENUE,675000,7/21/20
THROGS NECK,2960 LAFAYETTE AVENUE,560000,7/21/20
BAYCHESTER,1145 EAST 213 STREET,365946,7/22/20
COUNTRY CLUB,3169 AMPERE,540000,7/22/20
COUNTRY CLUB,"1490 OUTLOOK AVENUE, 2K",335000,7/22/20
EAST TREMONT,929 EAST TREMONT AVENUE,2127465,7/22/20
MORRISANIA/LONGWOOD,1167 HOE AVE,660000,7/22/20
MORRISANIA/LONGWOOD,585 EAST 163 STREET,1500000,7/22/20
PARKCHESTER,"1475 THIERIOT AVENUE, 3K",200000,7/22/20
PARKCHESTER,"1560 UNIONPORT ROAD, 3H",10,7/22/20
PELHAM PARKWAY NORTH,2429 MATTHEWS AVENUE,310000,7/22/20
RIVERDALE,"2530 INDEPENDENCE AVE, 1J",270000,7/22/20
SCHUYLERVILLE/PELHAM BAY,1821-23 HOBART AVENUE,1388000,7/22/20
SOUNDVIEW,634 ROSEDALE AVE,890000,7/22/20
THROGS NECK,"1 GERANIUM PLACE, 1",210000,7/22/20
THROGS NECK,2881 RANDALL AVENUE,720000,7/22/20
WAKEFIELD,4560 BRONX BLVD,10,7/22/20
WOODLAWN,4450 VAN CORTLANDT PARK E,600000,7/22/20
BATHGATE,4451 PARK AVENUE,475000,7/23/20
BATHGATE,427 EAST 188TH STREET,2200000,7/23/20
BAYCHESTER,1455 BURKE AVENUE,650000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 405",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 406",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 407A",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 406A",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 403A",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 403",600000,7/23/20
HUNTS POINT,"410 HALLECK STREET, 404",600000,7/23/20
KINGSBRIDGE HTS/UNIV HTS,2295 LORING PLACE NORTH,720000,7/23/20
KINGSBRIDGE HTS/UNIV HTS,"7 FORDHAM HILL OVAL, 10F",278000,7/23/20
MELROSE/CONCOURSE,"1259 GRANT AVENUE, 10D",125000,7/23/20
PARKCHESTER,"1700 METROPOLITAN AVENUE, 6D",115000,7/23/20
RIVERDALE,"5900 ARLINGTON AVE, 18P",187000,7/23/20
RIVERDALE,"5601 RIVERDALE AVE, 5P",300000,7/23/20
SOUNDVIEW,1109 HARDING PARK,120000,7/23/20
SOUNDVIEW,"825 MORRISON AVENUE, 16M",200000,7/23/20
BAYCHESTER,1294 GIVAN AVENUE,474000,7/24/20
BAYCHESTER,2812 BRUNER AVENUE,475000,7/24/20
BEDFORD PARK/NORWOOD,2711 DECATUR AVENUE,754000,7/24/20
BRONXDALE,3010 OLINVILLE AVENUE,614005,7/24/20
EAST TREMONT,2167 BELMONT AVENUE,10,7/24/20
MELROSE/CONCOURSE,987 GRANT AVENUE,500000,7/24/20
PARKCHESTER,"2240 EAST TREMONT AVE, 2H",150000,7/24/20
RIVERDALE,"80 KNOLLS CRESCENT, 1J",194288,7/24/20
WAKEFIELD,4100 MONTICELLO AVENUE,10,7/24/20
BAYCHESTER,2915 GRACE AVENUE,750000,7/27/20
EAST TREMONT,"1974 LAFONTAINE AVENUE, 5A",120000,7/27/20
KINGSBRIDGE/JEROME PARK,2751 SEDGWICK AVENUE,775000,7/27/20
MELROSE/CONCOURSE,"811 WALTON AVE, B21",295000,7/27/20
MELROSE/CONCOURSE,28 EAST 170 STREET,4743000,7/27/20
MORRISANIA/LONGWOOD,"639 EAST 169TH STREET, 4C",114000,7/27/20
PELHAM GARDENS,2226 WESTERVELT AVENUE,820000,7/27/20
RIVERDALE,"6495 BROADWAY, 5R",223500,7/27/20
SOUNDVIEW,1259 BRONX RIVER AVENUE,310000,7/27/20
WAKEFIELD,4110 EDSON AVENUE,620000,7/27/20
BAYCHESTER,3039 GUNTHER,181945,7/28/20
FORDHAM,2105 WALTON AVENUE,7000000,7/28/20
HUNTS POINT,"355 FOOD CENTER DRIVE, B-22",350000,7/28/20
KINGSBRIDGE/JEROME PARK,"3123 BAILEY AVENUE, 2A",180000,7/28/20
MORRIS PARK/VAN NEST,1951 PAULDING AVE,645000,7/28/20
PARKCHESTER,"2130 EAST TREMONT AVENUE, 3C",240000,7/28/20
PELHAM PARKWAY NORTH,753 WARING AVENUE,405000,7/28/20
RIVERDALE,208 WEST 260TH STREET,936000,7/28/20
THROGS NECK,"15 OAK AVENUE, 15",410000,7/28/20
THROGS NECK,944 BRINSMADE AVENUE,400000,7/28/20
THROGS NECK,223 REVERE AVENUE,570000,7/28/20
WAKEFIELD,4333 BOYD AVENUE,655000,7/28/20
WAKEFIELD,4335 BOYD AVENUE,655000,7/28/20
WILLIAMSBRIDGE,845 EAST 215 STREET,510000,7/28/20
WILLIAMSBRIDGE,927 EAST 213 STREET,416000,7/28/20
WILLIAMSBRIDGE,1031 EAST 225TH STREET,442000,7/28/20
BRONXDALE,3016 BRONXWOOD AVENUE,615000,7/29/20
BRONXDALE,"2385 BARKER AVE, 1E",192762,7/29/20
CITY ISLAND,94 WINTERS STREET,535000,7/29/20
KINGSBRIDGE HTS/UNIV HTS,2550 BAILEY AVENUE,440000,7/29/20
KINGSBRIDGE/JEROME PARK,3145 BAILEY AVENUE,1200000,7/29/20
MORRIS PARK/VAN NEST,1646 BOGART AVENUE,692410,7/29/20
MORRISANIA/LONGWOOD,"837 WASHINGTON AVENUE, 7H",11000,7/29/20
PARKCHESTER,1552 WHITE PLAINS ROAD,202699,7/29/20
PELHAM PARKWAY NORTH,2445 THROOP AVENUE,555500,7/29/20
RIVERDALE,"2500 JOHNSON AVE, 2H",599000,7/29/20
RIVERDALE,"3840 GREYSTONE AVENUE, 1H",340000,7/29/20
SOUNDVIEW,525 SAINT LAWRENCE AVE.,485000,7/29/20
WILLIAMSBRIDGE,1036 E 226TH ST,1,7/29/20
